gene_id	RBP_only_corr	RBP_and_lncRNA_corr
ENSG00000167716	0.07864	0.07574
ENSG00000160271	0.50062	0.50688
ENSG00000072071	0.3833	0.38107
ENSG00000152804	0.10873	0.15619
ENSG00000175556	-0.02314	0.01818
ENSG00000020256	0.14385	0.24195
ENSG00000165359	0.33358	0.35721
ENSG00000116580	0.5507	0.5545
ENSG00000198793	0.48492	0.50231
ENSG00000139182	0.191	0.19141
ENSG00000185236	0.22429	0.21851
ENSG00000115310	0.48017	0.49073
ENSG00000127870	0.12828	0.1649
ENSG00000128917	0.17608	0.19149
ENSG00000065526	0.6639	0.66413
ENSG00000130827	0.17223	0.24197
ENSG00000143862	0.1032	0.10461
ENSG00000106537	0.06932	0.15034
ENSG00000100906	0.0662	0.05716
ENSG00000101474	0.31866	0.42186
ENSG00000110514	0.50929	0.51427
ENSG00000147364	0.33795	0.34691
ENSG00000164695	0.09333	0.25393
ENSG00000175348	0.25679	0.38788
ENSG00000172071	0.19214	0.19297
ENSG00000052841	0.31322	0.34439
ENSG00000148296	0.41531	0.41397
ENSG00000188313	0.13831	0.24545
ENSG00000105856	0.11323	0.32616
ENSG00000102100	0.28272	0.40825
ENSG00000162909	0.4872	0.5286
ENSG00000043355	0.13502	0.1248
ENSG00000132002	0.2056	0.31696
ENSG00000103326	0.36548	0.36836
ENSG00000109099	0.40559	0.40323
ENSG00000092820	0.02423	0.04194
ENSG00000163162	0.07351	0.24115
ENSG00000119715	0.16247	0.16928
ENSG00000102804	0.12083	0.3489
ENSG00000112812	0.16015	0.24762
ENSG00000162298	0.09801	0.0636
ENSG00000134049	0.08856	0.094
ENSG00000166831	0.1528	0.13851
ENSG00000101230	0.07334	0.02617
ENSG00000034053	0.06752	0.09348
ENSG00000117616	0.26804	0.2588
ENSG00000147050	0.39555	0.39046
ENSG00000104763	0.09741	0.1354
ENSG00000177606	0.33635	0.38223
ENSG00000120616	0.47427	0.48402
ENSG00000149177	0.2377	0.23116
ENSG00000182087	0.12331	0.11945
ENSG00000135269	0.12486	0.18045
ENSG00000123636	0.37837	0.39722
ENSG00000167110	0.31663	0.43251
ENSG00000108262	0.35153	0.34714
ENSG00000254087	0.14289	0.17667
ENSG00000125304	0.0124	0.26638
ENSG00000109046	0.16391	0.155
ENSG00000050405	0.41323	0.45729
ENSG00000131435	0.3944	0.40201
ENSG00000146757	0.56229	0.57106
ENSG00000127561	0.01335	0.01962
ENSG00000120738	0.13008	0.21111
ENSG00000137509	0.3018	0.32247
ENSG00000112787	0.52974	0.53144
ENSG00000125170	-0.04872	0.01803
ENSG00000155090	0.08808	0.22204
ENSG00000172432	0.06862	0.10816
ENSG00000011566	0.08247	0.2548
ENSG00000113583	0.35878	0.36327
ENSG00000130821	0.23242	0.253
ENSG00000144566	0.0358	0.28696
ENSG00000168575	0.19147	0.26817
ENSG00000001084	0.18292	0.19327
ENSG00000076706	0.25416	0.25235
ENSG00000158747	0.37888	0.44816
ENSG00000134363	0.35762	0.36756
ENSG00000196588	0.02355	0.1924
ENSG00000163875	0.5201	0.52668
ENSG00000108557	0.25593	0.2656
ENSG00000171603	0.28792	0.28894
ENSG00000144579	0.22986	0.22049
ENSG00000100425	0.53888	0.54105
ENSG00000164251	0.21702	0.31013
ENSG00000130779	0.37221	0.44099
ENSG00000011304	0.46805	0.52974
ENSG00000134326	0.21297	0.2147
ENSG00000068885	0.25634	0.27527
ENSG00000163527	0.18099	0.16961
ENSG00000034677	0.08881	0.10572
ENSG00000101665	0.177	0.17214
ENSG00000181027	0.17619	0.17289
ENSG00000197081	0.18712	0.23436
ENSG00000102996	0.18394	0.29947
ENSG00000154080	0.09852	0.09189
ENSG00000111907	0.25459	0.31633
ENSG00000160014	0.17871	0.23375
ENSG00000009335	0.09486	0.12694
ENSG00000102554	0.16846	0.31121
ENSG00000196937	0.29771	0.37159
ENSG00000068078	-0.00337	0.1243
ENSG00000139292	0.17357	0.17469
ENSG00000131873	0.08103	0.071
ENSG00000008130	0.41754	0.44339
ENSG00000159200	0.21832	0.23462
ENSG00000148400	0.07277	0.08606
ENSG00000196792	0.24071	0.24276
ENSG00000101150	0.25512	0.4679
ENSG00000156650	0.50039	0.49709
ENSG00000170448	0.43179	0.43063
ENSG00000131165	0.08336	0.11588
ENSG00000171867	0.49441	0.55241
ENSG00000164305	0.31805	0.32629
ENSG00000119541	0.32089	0.35007
ENSG00000143126	0.25666	0.28187
ENSG00000240849	0.26241	0.41712
ENSG00000187164	0.19456	0.26318
ENSG00000085721	0.43303	0.43107
ENSG00000184916	0.22262	0.24115
ENSG00000012660	-0.02664	0.08321
ENSG00000054598	0.21668	0.2826
ENSG00000135097	0.27257	0.25723
ENSG00000133872	0.03804	0.101
ENSG00000198915	0.09465	0.0897
ENSG00000189067	0.27907	0.31898
ENSG00000198959	0.48048	0.51162
ENSG00000127948	0.21617	0.26028
ENSG00000164830	0.16954	0.23013
ENSG00000044574	0.38498	0.39409
ENSG00000165802	0.17032	0.20394
ENSG00000130449	0.06836	0.12295
ENSG00000161526	-0.00629	0.01641
ENSG00000154734	0.48036	0.47792
ENSG00000108639	0.00279	0.02844
ENSG00000186834	0.10672	0.11026
ENSG00000162734	0.5036	0.51081
ENSG00000006453	0.21612	0.27322
ENSG00000115806	0.05091	0.14285
ENSG00000205213	0.19643	0.22844
ENSG00000038427	0.31949	0.31673
ENSG00000165355	0.28755	0.29444
ENSG00000184937	0.07197	0.0883
ENSG00000116731	0.48591	0.48169
ENSG00000112874	0.09097	0.26789
ENSG00000157240	0.17295	0.17067
ENSG00000198435	0.29658	0.2823
ENSG00000066629	0.18465	0.16511
ENSG00000173334	0.05978	0.13476
ENSG00000111737	0.09711	0.1205
ENSG00000136842	0.03137	0.02147
ENSG00000181751	0.0987	0.08494
ENSG00000198814	0.3543	0.35845
ENSG00000153339	0.44974	0.45982
ENSG00000112033	0.26393	0.3014
ENSG00000141551	0.24181	0.26477
ENSG00000221978	0.31932	0.3312
ENSG00000129911	0.16056	0.21397
ENSG00000100241	0.30382	0.30347
ENSG00000158321	0.30674	0.29939
ENSG00000157404	0.08481	0.06603
ENSG00000004799	0.10648	0.05632
ENSG00000241839	0.17403	0.20064
ENSG00000108669	0.37825	0.37934
ENSG00000155760	0.36302	0.4251
ENSG00000130340	0.30228	0.34799
ENSG00000082074	-0.0226	0.02783
ENSG00000091129	0.01658	-0.01064
ENSG00000173064	0.57545	0.57384
ENSG00000110048	0.32215	0.38009
ENSG00000134755	0.19884	0.25745
ENSG00000046604	0.20218	0.29083
ENSG00000105976	0.3914	0.431
ENSG00000130749	0.57037	0.57417
ENSG00000110075	0.45634	0.45533
ENSG00000181104	0.28533	0.2923
ENSG00000146830	0.52794	0.52714
ENSG00000125347	-0.12446	-0.06542
ENSG00000184384	0.23525	0.28237
ENSG00000134910	0.21924	0.25444
ENSG00000197037	0.36271	0.36005
ENSG00000140332	0.38411	0.38161
ENSG00000204519	0.50936	0.50965
ENSG00000121481	0.36349	0.37157
ENSG00000166454	0.23862	0.24946
ENSG00000101670	0.22491	0.23469
ENSG00000146083	0.49518	0.49352
ENSG00000130164	0.1818	0.23449
ENSG00000084676	0.47912	0.47628
ENSG00000184545	0.08734	0.17387
ENSG00000139718	0.52195	0.51442
ENSG00000119707	0.47702	0.48719
ENSG00000074755	0.3413	0.34052
ENSG00000157107	0.25174	0.35551
ENSG00000176597	0.15628	0.2452
ENSG00000105971	0.51881	0.52877
ENSG00000106078	0.14423	0.24037
ENSG00000011007	0.31019	0.31826
ENSG00000155304	0.00891	0.05677
ENSG00000185950	-0.06104	0.08831
ENSG00000071564	0.48162	0.53414
ENSG00000163347	0.3627	0.39893
ENSG00000065809	0.18469	0.20387
ENSG00000069020	-0.01082	0.19571
ENSG00000122574	0.09938	0.09892
ENSG00000165915	0.45017	0.48261
ENSG00000121281	0.04898	0.05608
ENSG00000130224	0.02342	0.01572
ENSG00000005020	-0.04452	0.06035
ENSG00000181744	0.17016	0.14098
ENSG00000106299	0.23218	0.36586
ENSG00000069424	0.34644	0.34931
ENSG00000183723	0.18768	0.30827
ENSG00000042429	0.36249	0.35682
ENSG00000142599	0.46043	0.46306
ENSG00000132294	0.16087	0.23586
ENSG00000158805	0.39942	0.40383
ENSG00000141644	0.33485	0.36688
ENSG00000143641	0.28821	0.28334
ENSG00000005339	0.47406	0.47248
ENSG00000118200	0.18163	0.20296
ENSG00000176490	0.07565	0.08355
ENSG00000182771	0.05877	0.0611
ENSG00000178538	0.16782	0.1727
ENSG00000168743	0.12174	0.1599
ENSG00000185551	0.34389	0.40216
ENSG00000005893	0.33664	0.39163
ENSG00000197122	0.25221	0.41965
ENSG00000143093	0.3979	0.4133
ENSG00000166086	0.07736	0.07807
ENSG00000110881	0.10833	0.09965
ENSG00000011275	0.08208	0.07697
ENSG00000116675	0.14517	0.14252
ENSG00000086062	0.42291	0.44902
ENSG00000183864	0.21749	0.21032
ENSG00000198363	0.4684	0.50478
ENSG00000143384	-0.01953	0.03938
ENSG00000088256	0.27162	0.30802
ENSG00000140391	0.12136	0.20322
ENSG00000102158	0.2238	0.28657
ENSG00000166734	0.0768	0.21819
ENSG00000072786	0.1708	0.17326
ENSG00000183495	0.50493	0.50915
ENSG00000184602	0.26372	0.27068
ENSG00000084444	0.24568	0.23657
ENSG00000132824	0.25429	0.62584
ENSG00000140941	0.20223	0.23913
ENSG00000164402	0.14785	0.19843
ENSG00000204256	0.53755	0.54705
ENSG00000130559	0.47848	0.47663
ENSG00000164181	0.15378	0.2288
ENSG00000179152	0.21042	0.20469
ENSG00000086619	0.15417	0.15099
ENSG00000186111	0.01426	0.07191
ENSG00000106948	0.30239	0.31697
ENSG00000205339	0.18368	0.17625
ENSG00000135503	0.31073	0.37786
ENSG00000198142	0.1758	0.30726
ENSG00000151025	0.10868	0.13058
ENSG00000113916	-0.11857	-0.14493
ENSG00000122042	0.11356	0.28144
ENSG00000148719	0.06199	0.0968
ENSG00000129933	0.51552	0.51532
ENSG00000196743	0.15124	0.15448
ENSG00000162231	0.4645	0.47159
ENSG00000091009	0.44019	0.43836
ENSG00000106546	0.28389	0.38417
ENSG00000108946	-0.1135	-0.0026
ENSG00000131398	0.15915	0.14942
ENSG00000166471	0.21702	0.28004
ENSG00000128595	0.50266	0.51327
ENSG00000168421	0.40577	0.46203
ENSG00000205133	0.06682	0.19135
ENSG00000206560	0.14982	0.14539
ENSG00000008256	0.34556	0.40881
ENSG00000170242	0.18055	0.18953
ENSG00000117868	-0.04052	0.11028
ENSG00000198561	0.27692	0.42363
ENSG00000140577	0.1704	0.17583
ENSG00000134287	0.11083	0.09501
ENSG00000142875	0.1118	0.12731
ENSG00000171988	0.38717	0.38345
ENSG00000153214	0.15514	0.36725
ENSG00000168461	0.36325	0.35529
ENSG00000170248	0.09803	0.12126
ENSG00000151553	0.0479	0.06732
ENSG00000095637	0.15442	0.22969
ENSG00000133657	-0.03196	0.11896
ENSG00000065911	0.39424	0.42292
ENSG00000137075	0.56529	0.56333
ENSG00000157933	0.3067	0.31053
ENSG00000198399	0.47567	0.47568
ENSG00000138594	0.09992	0.22574
ENSG00000115993	0.0783	0.11932
ENSG00000166532	0.03001	0.08101
ENSG00000067369	0.29404	0.28899
ENSG00000146530	0.1489	0.14299
ENSG00000011523	0.54221	0.54889
ENSG00000071054	0.10539	0.08972
ENSG00000170348	0.13282	0.27083
ENSG00000178951	0.02529	0.21467
ENSG00000107929	0.39777	0.39904
ENSG00000179364	0.30368	0.30885
ENSG00000158470	0.18107	0.37467
ENSG00000151458	0.1132	0.13588
ENSG00000114554	0.27459	0.35313
ENSG00000124151	0.023	0.14955
ENSG00000025039	0.29965	0.31806
ENSG00000162367	0.21993	0.19604
ENSG00000102471	0.16474	0.29695
ENSG00000180530	-0.01454	0.03989
ENSG00000117020	-0.10163	-0.1079
ENSG00000151150	0.07323	0.15201
ENSG00000137942	0.35698	0.37571
ENSG00000096070	0.28158	0.3042
ENSG00000187109	0.24515	0.34746
ENSG00000131023	0.5065	0.50573
ENSG00000196227	0.44592	0.48017
ENSG00000170915	0.27037	0.2446
ENSG00000065613	0.02854	0.17093
ENSG00000067082	0.32049	0.34974
ENSG00000121749	0.38761	0.39162
ENSG00000138448	0.488	0.49474
ENSG00000147454	-0.02168	-0.03803
ENSG00000136536	0.33043	0.32793
ENSG00000162337	0.19419	0.26034
ENSG00000131149	0.49653	0.49693
ENSG00000138593	-0.08959	0.16053
ENSG00000068305	0.22008	0.2136
ENSG00000204681	0.04321	0.12498
ENSG00000037749	0.04888	0.21525
ENSG00000116191	-0.02368	0.0379
ENSG00000162512	0.37502	0.3843
ENSG00000145734	0.52674	0.52393
ENSG00000050820	0.44475	0.48344
ENSG00000187678	0.16263	0.23698
ENSG00000023909	0.19079	0.18969
ENSG00000178904	0.33323	0.33727
ENSG00000007168	0.13254	0.13411
ENSG00000183579	0.24344	0.24726
ENSG00000116017	0.31178	0.29383
ENSG00000038532	0.39391	0.39288
ENSG00000113580	0.22283	0.23284
ENSG00000116604	0.17584	0.16536
ENSG00000108510	0.53487	0.53841
ENSG00000163293	0.14844	0.31538
ENSG00000139826	0.28685	0.30697
ENSG00000101346	0.28662	0.50128
ENSG00000105939	0.19976	0.21773
ENSG00000196776	0.13952	0.14669
ENSG00000124486	0.23347	0.2633
ENSG00000173276	0.30004	0.32156
ENSG00000103111	0.34712	0.35259
ENSG00000110723	0.14177	0.23397
ENSG00000011201	0.11204	0.14935
ENSG00000077147	-0.00043	0.20009
ENSG00000163110	0.34788	0.39772
ENSG00000100697	0.49077	0.48947
ENSG00000165813	0.2253	0.31879
ENSG00000156675	0.12958	0.17975
ENSG00000029363	0.54494	0.55292
ENSG00000182957	0.2662	0.24268
ENSG00000197860	0.11455	0.11612
ENSG00000100154	0.09527	0.11276
ENSG00000160218	0.40976	0.40615
ENSG00000186591	0.25548	0.35085
ENSG00000133985	0.12756	0.12644
ENSG00000078140	0.47678	0.4874
ENSG00000151692	0.28356	0.28357
ENSG00000136603	0.10209	0.21805
ENSG00000132359	0.22246	0.2196
ENSG00000080815	0.17664	0.28664
ENSG00000183508	0.19266	0.19118
ENSG00000134243	0.16865	0.19633
ENSG00000213853	0.12802	0.24997
ENSG00000114331	0.38939	0.39422
ENSG00000183943	0.48178	0.49211
ENSG00000089057	0.1627	0.17484
ENSG00000101152	0.03252	0.38638
ENSG00000111860	0.18233	0.19153
ENSG00000006468	-0.06157	0.03256
ENSG00000127329	0.20391	0.26851
ENSG00000116852	0.40555	0.40894
ENSG00000179454	0.39167	0.40156
ENSG00000164938	0.10983	0.13222
ENSG00000109118	0.56655	0.5688
ENSG00000082258	0.55754	0.5562
ENSG00000132326	0.49034	0.48798
ENSG00000125827	0.17066	0.17966
ENSG00000025293	0.22832	0.40764
ENSG00000169641	0.34334	0.35298
ENSG00000117500	0.01345	0.01187
ENSG00000163577	0.30264	0.31945
ENSG00000122779	0.57799	0.58201
ENSG00000148358	0.31184	0.43649
ENSG00000174437	0.1508	0.21282
ENSG00000166900	0.09254	0.22662
ENSG00000108582	0.12239	0.21931
ENSG00000153936	0.36834	0.37253
ENSG00000165633	0.05519	0.04973
ENSG00000118217	-0.06929	0.12564
ENSG00000071537	0.00902	0.11966
ENSG00000187134	0.22878	0.25463
ENSG00000048471	0.10756	0.10216
ENSG00000122068	0.25767	0.25152
ENSG00000152127	0.06039	0.08117
ENSG00000113742	-0.00262	0.11573
ENSG00000187605	0.65538	0.65656
ENSG00000149289	0.13929	0.19782
ENSG00000147852	0.00361	0.04467
ENSG00000123575	0.16343	0.28827
ENSG00000100596	0.14698	0.184
ENSG00000109133	0.2806	0.28008
ENSG00000135968	0.25944	0.30827
ENSG00000164327	0.30088	0.37263
ENSG00000105926	0.27299	0.32532
ENSG00000205189	0.37774	0.37877
ENSG00000088179	0.43981	0.44191
ENSG00000169359	-0.05672	0.21752
ENSG00000149212	0.19786	0.18801
ENSG00000124209	0.13418	0.56017
ENSG00000083312	0.01654	0.02028
ENSG00000143970	0.59189	0.59396
ENSG00000128585	0.25656	0.2545
ENSG00000160551	0.2408	0.31126
ENSG00000078177	0.61822	0.63132
ENSG00000151422	-0.11288	0.03309
ENSG00000118922	0.18909	0.18226
ENSG00000105810	0.10771	0.09994
ENSG00000106460	0.11403	0.33017
ENSG00000100354	0.51213	0.52314
ENSG00000055609	0.59123	0.58929
ENSG00000079950	0.05928	0.03826
