gene_id	RBP_only_corr	RBP_and_lncRNA_corr
ENSG00000113583	0.26322	0.26453
ENSG00000130821	0.25002	0.27013
ENSG00000144566	0.06612	0.17365
ENSG00000168575	0.27429	0.31966
ENSG00000001084	0.05653	0.05848
ENSG00000076706	0.29167	0.28006
ENSG00000158747	0.31239	0.41274
ENSG00000134363	0.2765	0.28248
ENSG00000196588	0.0446	0.19659
ENSG00000163875	0.38205	0.38911
ENSG00000108557	0.244	0.22892
ENSG00000171603	0.28695	0.26488
ENSG00000144579	-0.02113	0.06232
ENSG00000100425	0.29699	0.29684
ENSG00000164251	0.26409	0.32271
ENSG00000130779	0.33443	0.36105
ENSG00000011304	0.26112	0.31056
ENSG00000134326	0.06978	0.06514
ENSG00000068885	0.21923	0.23261
ENSG00000163527	0.32825	0.33187
ENSG00000034677	0.09822	0.10287
ENSG00000101665	0.21316	0.19835
ENSG00000181027	0.2732	0.27008
ENSG00000197081	0.15194	0.22055
ENSG00000102996	0.22083	0.35224
ENSG00000154080	0.06665	0.02655
ENSG00000111907	0.22083	0.32607
ENSG00000160014	0.19039	0.1975
ENSG00000009335	0.18945	0.18656
ENSG00000102554	0.20239	0.31029
ENSG00000196937	0.04096	0.15604
ENSG00000068078	0.00744	0.01531
ENSG00000139292	0.22625	0.20828
ENSG00000131873	0.11936	0.11315
ENSG00000008130	0.28045	0.31813
ENSG00000159200	0.22316	0.26601
ENSG00000148400	-0.03432	0.00173
ENSG00000196792	0.24121	0.24433
ENSG00000101150	0.37636	0.47152
ENSG00000156650	0.40602	0.41112
ENSG00000170448	0.37448	0.37058
ENSG00000131165	0.21494	0.22096
ENSG00000171867	0.40848	0.46829
ENSG00000164305	0.25869	0.26673
ENSG00000119541	0.19216	0.2037
ENSG00000143126	0.20103	0.23085
ENSG00000240849	0.2664	0.44023
ENSG00000187164	0.14793	0.19777
ENSG00000085721	0.26231	0.26105
ENSG00000184916	0.32645	0.32868
ENSG00000012660	0.01576	0.06702
ENSG00000054598	0.24023	0.26336
ENSG00000135097	0.18009	0.16554
ENSG00000133872	0.06767	0.12706
ENSG00000198915	0.10027	0.10215
ENSG00000189067	0.15878	0.24428
ENSG00000198959	0.36625	0.39945
ENSG00000127948	0.1897	0.22907
ENSG00000164830	0.20686	0.30483
ENSG00000044574	0.26647	0.29426
ENSG00000165802	0.16778	0.20202
ENSG00000130449	0.18362	0.17469
ENSG00000161526	0.17676	0.20528
ENSG00000154734	0.40454	0.39985
ENSG00000108639	0.05071	0.05062
ENSG00000186834	0.22071	0.2083
ENSG00000162734	0.45542	0.46079
ENSG00000006453	0.21065	0.23371
ENSG00000115806	0.02414	0.11183
ENSG00000205213	0.17464	0.18249
ENSG00000038427	0.28486	0.28408
ENSG00000165355	0.25611	0.2652
ENSG00000184937	0.01154	0.0124
ENSG00000116731	0.45673	0.46828
ENSG00000112874	0.05486	0.25828
ENSG00000157240	0.12708	0.11469
ENSG00000198435	0.35575	0.35441
ENSG00000066629	0.23059	0.22458
ENSG00000173334	0.1442	0.19413
ENSG00000111737	0.05729	0.09199
ENSG00000136842	0.08843	0.08042
ENSG00000181751	0.14775	0.14465
ENSG00000198814	0.31438	0.32029
ENSG00000153339	0.38157	0.38961
ENSG00000112033	0.32305	0.3289
ENSG00000141551	0.31429	0.31024
ENSG00000221978	0.27317	0.27488
ENSG00000129911	0.24006	0.27038
ENSG00000100241	0.00695	0.00754
ENSG00000158321	0.19615	0.18702
ENSG00000157404	0.04225	0.03832
ENSG00000004799	-0.14683	0.09585
ENSG00000241839	0.22939	0.22827
ENSG00000108669	0.14201	0.20264
ENSG00000155760	0.27803	0.31753
ENSG00000130340	0.24329	0.28205
ENSG00000082074	-0.08507	0.036
ENSG00000091129	0.0852	0.07653
ENSG00000173064	0.37316	0.37283
ENSG00000110048	0.24729	0.30793
ENSG00000134755	0.20511	0.24847
ENSG00000046604	0.21147	0.27528
ENSG00000105976	0.30964	0.32388
ENSG00000130749	0.25103	0.2532
ENSG00000110075	0.32588	0.32332
ENSG00000181104	0.27851	0.28671
ENSG00000146830	0.23344	0.22612
ENSG00000125347	-0.00951	0.00825
ENSG00000184384	0.21542	0.25133
ENSG00000134910	0.08066	0.2255
ENSG00000197037	0.05086	0.06939
ENSG00000140332	0.24206	0.23331
ENSG00000204519	0.34547	0.33622
ENSG00000121481	0.33576	0.34533
ENSG00000166454	0.16543	0.16185
ENSG00000101670	0.27937	0.28826
ENSG00000146083	0.4202	0.41244
ENSG00000130164	0.22576	0.23445
ENSG00000084676	0.39748	0.39842
ENSG00000184545	0.16832	0.18008
ENSG00000139718	0.2742	0.27529
ENSG00000119707	0.32127	0.38919
ENSG00000074755	-0.02593	-0.02531
ENSG00000157107	0.22192	0.31721
ENSG00000176597	0.23002	0.2601
ENSG00000105971	0.45932	0.46881
ENSG00000106078	0.14131	0.22559
ENSG00000011007	0.29834	0.31091
ENSG00000155304	0.07171	0.05786
ENSG00000185950	0.049	0.10332
ENSG00000071564	0.27382	0.40895
ENSG00000163347	0.33871	0.37258
ENSG00000065809	0.09907	0.14283
ENSG00000069020	0.11734	0.16065
ENSG00000122574	0.06681	0.07108
ENSG00000165915	0.4625	0.47151
ENSG00000121281	-0.12891	-0.01331
ENSG00000130224	0.10829	0.10332
ENSG00000005020	0.00608	0.03338
ENSG00000181744	0.28782	0.29325
ENSG00000106299	0.18348	0.32247
ENSG00000069424	0.29285	0.30053
ENSG00000183723	0.2372	0.32872
ENSG00000042429	0.29537	0.28797
ENSG00000142599	0.36351	0.36035
ENSG00000132294	0.11021	0.19412
ENSG00000158805	0.15011	0.17801
ENSG00000141644	0.10389	0.20655
ENSG00000143641	0.33625	0.33626
ENSG00000005339	0.33328	0.32893
ENSG00000118200	0.21715	0.21665
ENSG00000176490	-0.03798	-0.03554
ENSG00000182771	0.1647	0.16385
ENSG00000178538	0.03503	0.03826
ENSG00000168743	0.13524	0.13577
ENSG00000185551	0.31591	0.39896
ENSG00000005893	0.26679	0.34118
ENSG00000197122	0.22137	0.38358
ENSG00000143093	0.31809	0.32074
ENSG00000166086	0.02488	0.02836
ENSG00000110881	0.03571	0.0571
ENSG00000011275	0.15156	0.15365
ENSG00000116675	0.17875	0.18847
ENSG00000086062	0.32606	0.33004
ENSG00000183864	0.187	0.17581
ENSG00000198363	0.35953	0.39157
ENSG00000143384	0.066	0.07923
ENSG00000088256	0.35227	0.35349
ENSG00000140391	0.04747	0.15333
ENSG00000102158	0.12415	0.2109
ENSG00000166734	0.07191	0.18526
ENSG00000072786	0.24324	0.2396
ENSG00000183495	0.23551	0.2264
ENSG00000184602	0.15528	0.15883
ENSG00000084444	0.23175	0.22463
ENSG00000132824	0.16198	0.59718
ENSG00000140941	0.15625	0.14468
ENSG00000164402	0.19861	0.25197
ENSG00000204256	0.369	0.40816
ENSG00000130559	0.3248	0.32111
ENSG00000164181	0.1581	0.21875
ENSG00000179152	0.09811	0.0891
ENSG00000086619	0.19127	0.18575
ENSG00000186111	0.19981	0.20285
ENSG00000106948	0.23852	0.28742
ENSG00000205339	0.13673	0.11976
ENSG00000135503	0.23783	0.32541
ENSG00000198142	0.22714	0.33619
ENSG00000151025	0.08368	0.18102
ENSG00000113916	-0.02662	-0.05584
ENSG00000122042	0.16984	0.28092
ENSG00000148719	0.27086	0.26955
ENSG00000129933	0.20047	0.19159
ENSG00000196743	0.30959	0.30243
ENSG00000162231	0.30066	0.35141
ENSG00000091009	0.28345	0.274
ENSG00000106546	0.28939	0.3554
ENSG00000108946	0.04146	0.0416
ENSG00000131398	0.20362	0.18789
ENSG00000166471	0.2059	0.18812
ENSG00000128595	0.42029	0.4275
ENSG00000168421	0.42665	0.47654
ENSG00000205133	0.08938	0.18459
ENSG00000206560	0.16155	0.1543
ENSG00000008256	0.33057	0.38291
ENSG00000170242	0.18488	0.1682
ENSG00000117868	0.01712	0.1062
ENSG00000198561	0.34188	0.45477
ENSG00000140577	0.04074	0.06484
ENSG00000134287	-0.09493	0.039
ENSG00000142875	-0.00045	0.04935
ENSG00000171988	0.36267	0.36796
ENSG00000153214	0.0489	0.33062
ENSG00000168461	0.34212	0.33874
ENSG00000170248	0.09073	0.14087
ENSG00000151553	0.0437	0.06418
ENSG00000095637	0.11456	0.2019
ENSG00000133657	0.1245	0.15498
ENSG00000065911	0.45499	0.51902
ENSG00000137075	0.4774	0.46652
ENSG00000157933	0.34759	0.34193
ENSG00000198399	0.43049	0.42773
ENSG00000138594	0.14888	0.18327
ENSG00000115993	0.11258	0.18463
ENSG00000166532	0.0746	0.12659
ENSG00000067369	0.23018	0.22729
ENSG00000146530	0.17826	0.18069
ENSG00000011523	0.48391	0.48753
ENSG00000071054	0.20975	0.20449
ENSG00000170348	0.09464	0.27811
ENSG00000178951	0.14409	0.22557
ENSG00000107929	0.22792	0.21167
ENSG00000179364	0.28057	0.29004
ENSG00000158470	0.19488	0.40443
ENSG00000151458	0.2179	0.22431
ENSG00000114554	0.2503	0.29521
ENSG00000124151	0.08195	0.08364
ENSG00000025039	0.29734	0.30003
ENSG00000162367	0.14414	0.14399
ENSG00000102471	0.02987	0.18828
ENSG00000180530	0.14953	0.23262
ENSG00000117020	0.01564	0.02112
ENSG00000151150	0.15201	0.21965
ENSG00000137942	0.37678	0.41001
ENSG00000096070	0.27517	0.27307
ENSG00000187109	0.24701	0.32011
ENSG00000131023	0.38069	0.37375
ENSG00000196227	0.33441	0.39745
ENSG00000170915	0.15065	0.12295
ENSG00000065613	0.12423	0.16299
ENSG00000067082	0.15049	0.17829
ENSG00000121749	0.31341	0.30791
ENSG00000138448	0.42445	0.44692
ENSG00000147454	-0.06032	0.03739
ENSG00000136536	0.34076	0.33968
ENSG00000162337	0.20794	0.24884
ENSG00000131149	0.37163	0.36994
ENSG00000138593	0.05541	0.11405
ENSG00000068305	0.29075	0.27578
ENSG00000204681	0.14968	0.14069
ENSG00000037749	0.12212	0.17113
ENSG00000116191	0.06992	0.03474
ENSG00000162512	0.27345	0.30572
ENSG00000145734	0.39096	0.40076
ENSG00000050820	0.49174	0.50082
ENSG00000187678	0.1029	0.25547
ENSG00000023909	0.26504	0.25518
ENSG00000178904	0.24566	0.23927
ENSG00000007168	0.04566	0.04172
ENSG00000183579	0.2106	0.24972
ENSG00000116017	0.28537	0.28656
ENSG00000038532	0.16333	0.20087
ENSG00000113580	0.12898	0.23815
ENSG00000116604	0.1606	0.17632
ENSG00000108510	0.45372	0.45007
ENSG00000163293	0.20616	0.35189
ENSG00000139826	0.29011	0.30576
ENSG00000101346	0.33967	0.52143
ENSG00000105939	0.08354	0.11975
ENSG00000196776	0.07667	0.06683
ENSG00000124486	0.2142	0.22666
ENSG00000173276	0.23534	0.23269
ENSG00000103111	0.21618	0.21311
ENSG00000110723	0.19018	0.27098
ENSG00000011201	0.20297	0.21348
ENSG00000077147	0.12651	0.21995
ENSG00000163110	0.35212	0.39627
ENSG00000100697	0.36929	0.36585
ENSG00000165813	0.25311	0.27754
ENSG00000156675	0.15958	0.18896
ENSG00000029363	0.4197	0.42257
ENSG00000182957	0.0443	0.13025
ENSG00000197860	-0.13277	0.08261
ENSG00000100154	0.11375	0.16428
ENSG00000160218	0.24195	0.23792
ENSG00000186591	0.19329	0.22522
ENSG00000133985	0.16462	0.16129
ENSG00000078140	0.4472	0.45159
ENSG00000151692	0.10484	0.0911
ENSG00000136603	-0.009	0.0406
ENSG00000132359	0.22034	0.22647
ENSG00000080815	0.14755	0.23474
ENSG00000183508	0.19373	0.19382
ENSG00000134243	0.0726	0.22603
ENSG00000213853	0.08861	0.26473
ENSG00000114331	0.35344	0.3504
ENSG00000183943	0.44525	0.44956
ENSG00000089057	0.01452	0.07629
ENSG00000101152	0.24425	0.42021
ENSG00000111860	0.13905	0.1817
ENSG00000006468	-0.0211	-0.00021
ENSG00000127329	0.16997	0.26214
ENSG00000116852	0.34464	0.35189
ENSG00000179454	0.33777	0.33657
ENSG00000164938	0.21905	0.21735
ENSG00000109118	0.33848	0.34846
ENSG00000082258	0.45816	0.46202
ENSG00000132326	0.33826	0.33688
ENSG00000125827	0.18391	0.18282
ENSG00000025293	0.0845	0.31641
ENSG00000169641	0.41564	0.41511
ENSG00000117500	0.11985	0.10958
ENSG00000163577	0.26338	0.26098
ENSG00000122779	0.42211	0.41691
ENSG00000148358	0.27068	0.43455
ENSG00000174437	0.13381	0.20815
ENSG00000166900	-0.00498	0.2637
ENSG00000108582	-0.05867	0.20454
ENSG00000153936	0.38085	0.38832
ENSG00000165633	0.10503	0.12371
ENSG00000118217	0.08764	0.16526
ENSG00000071537	0.12619	0.14788
ENSG00000187134	0.25181	0.25395
ENSG00000048471	0.09815	0.09108
ENSG00000122068	0.21822	0.20646
ENSG00000152127	0.04969	0.10528
ENSG00000113742	0.08164	0.09961
ENSG00000187605	0.49748	0.50047
ENSG00000149289	0.22257	0.20298
ENSG00000147852	-0.04423	-0.026
ENSG00000123575	0.12852	0.20062
ENSG00000100596	0.19308	0.2171
ENSG00000109133	0.2546	0.24637
ENSG00000135968	0.28122	0.27955
ENSG00000164327	0.23141	0.25827
ENSG00000105926	0.22607	0.28835
ENSG00000205189	0.33333	0.33099
ENSG00000088179	0.4419	0.43822
ENSG00000169359	0.07671	0.22029
ENSG00000149212	0.20212	0.19586
ENSG00000124209	0.20601	0.55717
ENSG00000083312	0.05589	0.05345
ENSG00000143970	0.49864	0.50083
ENSG00000128585	0.1746	0.16352
ENSG00000160551	0.19386	0.2397
ENSG00000078177	0.56805	0.58948
ENSG00000151422	-0.06484	-0.08615
ENSG00000118922	0.17019	0.16444
ENSG00000105810	-0.00184	0.02326
ENSG00000106460	-0.05792	0.21568
ENSG00000100354	0.33124	0.32819
ENSG00000055609	0.47724	0.47389
ENSG00000079950	0.24235	0.22125
